,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Pool,FenceType,MiscVal,SalePrice
382,79.0,9245,7,5,2006,0.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,939,939,5,939,858,0,1797,0,0,2,1,4,8,8,0,,,2006.0,2,639,3.0,3.0,144,53,0,0,0,0,0.0,0.0,0,213500
383,60.0,9000,6,3,1928,0.0,3,3,2.0,2.0,1.0,1.0,0,1.0,0,784,784,3,784,0,0,784,0,0,1,0,3,5,8,0,,1.0,1950.0,2,360,2.0,2.0,0,0,91,0,0,0,0.0,0.0,0,76000
384,,53107,6,5,1992,0.0,4,3,4.0,3.0,3.0,6.0,985,1.0,0,595,1580,5,1079,874,0,1953,1,0,2,1,4,9,8,2,2.0,,1992.0,2,501,3.0,3.0,216,231,0,0,0,0,0.0,0.0,0,240000
385,43.0,3182,8,5,2004,16.0,4,3,4.0,3.0,1.0,6.0,24,1.0,0,1232,1256,5,1269,0,0,1269,0,0,2,0,4,6,8,1,3.0,,2004.0,2,430,3.0,3.0,146,20,0,0,144,0,0.0,0.0,0,192000
386,58.0,8410,5,3,1910,0.0,3,2,3.0,3.0,1.0,1.0,0,1.0,0,658,658,3,658,526,0,1184,0,0,1,0,3,8,8,0,,,,0,0,,,0,151,0,0,0,0,0.0,0.0,0,81000
387,72.0,7200,6,6,1976,255.0,3,3,3.0,3.0,3.0,5.0,631,1.0,0,410,1041,5,1125,0,0,1125,1,0,1,0,3,6,8,1,2.0,1.0,1977.0,1,352,3.0,3.0,296,0,0,0,0,0,2.0,2.0,0,125000
388,93.0,9382,7,5,1999,125.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1468,1468,5,1479,0,0,1479,0,0,2,0,4,6,8,0,,,1999.0,2,577,3.0,3.0,120,25,0,0,0,0,0.0,0.0,0,191000
389,96.0,12474,10,5,2007,272.0,5,3,5.0,3.0,3.0,6.0,1280,1.0,0,402,1682,5,1742,590,0,2332,1,0,2,1,5,9,8,1,5.0,3.0,2008.0,3,846,3.0,3.0,196,134,0,0,0,0,0.0,0.0,0,426000
390,50.0,8405,5,8,1900,0.0,3,3,3.0,4.0,1.0,3.0,241,4.0,391,229,861,5,961,406,0,1367,1,0,1,0,3,7,8,0,,1.0,1978.0,1,384,3.0,3.0,0,130,112,0,0,0,3.0,3.0,0,119000
391,71.0,12209,6,5,2001,0.0,3,3,5.0,3.0,1.0,5.0,690,1.0,0,114,804,5,804,1157,0,1961,1,0,2,1,4,7,8,1,3.0,3.0,2001.0,2,560,3.0,3.0,125,192,0,0,0,0,0.0,0.0,0,215000
392,,8339,5,7,1959,0.0,3,3,,,,,0,,0,0,0,3,882,0,0,882,0,0,1,0,3,5,8,0,,,1959.0,1,294,3.0,3.0,0,0,0,0,0,0,3.0,3.0,1200,106500
393,,7446,4,5,1941,0.0,3,3,3.0,3.0,1.0,3.0,266,1.0,0,522,788,3,788,0,0,788,0,0,1,0,3,4,8,2,3.0,,,0,0,,,0,0,0,0,0,0,2.0,2.0,0,100000
394,60.0,10134,5,6,1940,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,735,735,4,735,299,0,1034,0,0,1,0,3,5,8,0,,1.0,1940.0,1,240,3.0,3.0,0,39,0,0,0,0,0.0,0.0,0,109000
395,68.0,9571,5,6,1956,0.0,3,3,3.0,3.0,3.0,4.0,739,1.0,0,405,1144,3,1144,0,0,1144,1,0,1,0,3,6,8,0,,,1956.0,1,596,3.0,3.0,44,0,0,0,0,0,0.0,0.0,0,129000
396,60.0,7200,5,5,1972,0.0,3,3,3.0,3.0,3.0,3.0,777,1.0,0,117,894,3,894,0,0,894,0,0,1,0,3,6,8,0,,1.0,1985.0,2,600,3.0,3.0,215,0,0,0,0,0,0.0,0.0,0,123000
397,69.0,7590,5,5,1962,288.0,3,3,3.0,3.0,1.0,5.0,540,1.0,0,324,864,3,876,936,0,1812,0,0,2,0,3,8,8,1,3.0,,1962.0,1,264,3.0,3.0,0,168,0,0,0,0,0.0,0.0,0,169500
398,60.0,8967,5,2,1920,0.0,3,2,2.0,1.0,1.0,1.0,0,1.0,0,961,961,4,1077,0,0,1077,0,0,1,0,3,6,3,0,,1.0,1920.0,1,338,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0,67000
399,65.0,8125,7,5,2006,100.0,4,3,4.0,3.0,1.0,6.0,812,1.0,0,280,1092,5,1112,438,0,1550,1,0,2,0,4,7,8,0,,,2007.0,2,438,3.0,3.0,0,168,0,0,0,0,0.0,0.0,0,241000
400,38.0,14963,8,5,1996,0.0,4,3,4.0,3.0,1.0,6.0,786,1.0,0,474,1260,5,1288,0,0,1288,1,0,1,1,5,4,8,2,4.0,,1996.0,2,500,3.0,3.0,120,30,0,0,224,0,0.0,0.0,0,245500
401,65.0,8767,7,5,2005,0.0,4,3,4.0,3.0,3.0,6.0,24,1.0,0,1286,1310,5,1310,0,0,1310,0,0,2,0,4,6,8,1,4.0,,2005.0,2,400,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,164990
402,60.0,10200,5,8,1940,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,672,672,5,672,0,0,672,0,0,1,0,3,4,8,0,,1.0,1940.0,1,240,3.0,3.0,168,0,0,0,0,0,4.0,4.0,0,108000
403,93.0,12090,8,5,1998,650.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1141,1141,4,1165,1098,0,2263,0,0,2,1,4,10,8,1,3.0,3.0,1998.0,2,420,3.0,3.0,144,123,0,0,0,0,0.0,0.0,0,258000
404,,10364,6,5,1995,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,806,806,4,806,766,0,1572,0,0,2,1,3,7,8,1,3.0,3.0,1995.0,2,373,3.0,3.0,0,40,0,0,0,0,0.0,0.0,0,168000
405,,9991,4,4,1976,0.0,3,3,3.0,3.0,1.0,4.0,1116,1.0,0,165,1281,5,1620,0,0,1620,1,0,2,0,3,8,7,1,3.0,,1993.0,2,490,3.0,3.0,120,78,0,0,0,0,2.0,2.0,0,150000
406,51.0,10480,6,5,1936,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1064,1064,5,1166,0,473,1639,0,0,1,0,3,6,3,0,,1.0,1936.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,115000
407,63.0,15576,6,7,1915,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,840,840,5,840,840,0,1680,0,0,2,0,3,8,8,0,,,1960.0,1,308,3.0,3.0,0,0,160,0,0,0,0.0,0.0,0,177000
408,109.0,14154,7,5,2006,350.0,4,3,5.0,4.0,1.0,1.0,0,1.0,0,1063,1063,5,1071,1101,0,2172,0,0,2,1,4,9,8,1,4.0,,2006.0,3,947,3.0,3.0,192,62,0,0,0,0,0.0,0.0,0,280000
409,85.0,10800,8,5,2007,100.0,4,3,5.0,3.0,1.0,6.0,789,1.0,0,245,1034,5,1050,1028,0,2078,1,0,2,1,5,8,8,1,4.0,,2008.0,3,836,3.0,3.0,0,102,0,0,0,0,0.0,0.0,0,339750
410,68.0,9571,5,3,1958,0.0,3,2,3.0,2.0,1.0,1.0,0,1.0,0,1276,1276,3,1276,0,0,1276,0,0,1,0,3,5,5,0,,,1958.0,1,350,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,60000
411,100.0,34650,5,5,1955,0.0,3,3,3.0,3.0,2.0,3.0,1056,1.0,0,0,1056,3,1056,0,0,1056,1,0,1,0,3,5,8,0,,,1955.0,2,572,3.0,3.0,264,0,0,0,0,0,0.0,0.0,0,145000
412,,4403,7,5,2009,432.0,5,3,5.0,3.0,3.0,6.0,578,1.0,0,892,1470,5,1478,0,0,1478,1,0,2,1,4,7,8,1,4.0,,2009.0,2,484,3.0,3.0,0,144,0,0,0,0,0.0,0.0,0,222000
413,56.0,8960,5,6,1927,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1008,1008,4,1028,0,0,1028,0,0,1,0,3,5,8,1,4.0,1.0,1927.0,2,360,3.0,3.0,0,0,130,0,0,0,0.0,0.0,0,115000
414,59.0,11228,7,5,1993,0.0,4,3,4.0,3.0,1.0,4.0,50,6.0,531,499,1080,5,1080,1017,0,2097,0,1,2,1,4,9,8,1,3.0,,1993.0,3,678,3.0,3.0,196,187,0,0,0,0,0.0,0.0,0,228000
415,73.0,8899,7,5,2007,0.0,4,3,4.0,3.0,3.0,6.0,24,1.0,0,1316,1340,5,1340,0,0,1340,0,0,2,0,4,6,8,0,,,2007.0,2,396,3.0,3.0,100,30,0,0,0,0,0.0,0.0,0,181134
416,74.0,7844,6,7,1978,203.0,3,3,3.0,3.0,1.0,5.0,209,1.0,0,463,672,3,672,728,0,1400,0,0,1,1,3,6,8,1,3.0,,1978.0,2,440,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,149500
417,86.0,22420,6,6,1918,0.0,3,3,4.0,3.0,1.0,4.0,1128,1.0,0,242,1370,3,1370,1254,0,2624,1,0,2,1,3,10,8,1,4.0,1.0,1918.0,3,864,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,239000
418,60.0,8160,5,6,1940,0.0,3,3,3.0,3.0,1.0,5.0,312,1.0,0,444,756,2,756,378,0,1134,1,0,1,1,3,7,8,0,,1.0,1940.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,126000
419,65.0,8450,5,6,1968,0.0,3,3,3.0,3.0,1.0,4.0,775,1.0,0,281,1056,5,1056,0,0,1056,1,0,1,0,3,6,8,1,2.0,,1968.0,1,304,3.0,3.0,0,85,184,0,0,0,0.0,0.0,0,142000
420,78.0,7060,7,5,1997,200.0,3,4,4.0,4.0,4.0,6.0,1309,1.0,0,35,1344,5,1344,0,0,1344,2,0,2,0,3,8,8,0,,,1997.0,4,784,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,206300
421,,16635,6,7,1977,126.0,4,3,4.0,3.0,1.0,5.0,1246,1.0,0,356,1602,4,1602,0,0,1602,0,1,2,0,4,8,8,1,3.0,,1977.0,2,529,3.0,3.0,240,0,0,0,0,0,0.0,0.0,0,215000
422,100.0,21750,5,5,1954,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,988,988,5,988,0,0,988,0,0,1,0,3,4,8,0,,,1954.0,2,520,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,113000
423,80.0,9200,8,5,1998,473.0,4,3,4.0,3.0,1.0,6.0,986,1.0,0,484,1470,4,1470,1160,0,2630,1,0,2,1,4,8,8,1,3.0,,1998.0,3,696,3.0,3.0,0,66,0,0,0,0,0.0,0.0,0,315000
424,72.0,9000,6,5,1956,74.0,3,3,4.0,3.0,1.0,2.0,616,1.0,0,580,1196,4,1196,0,0,1196,1,0,1,0,3,6,8,1,4.0,,1956.0,1,297,3.0,3.0,0,44,0,0,0,0,0.0,0.0,0,139000
425,60.0,3378,7,8,1946,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,651,651,4,707,682,0,1389,0,0,1,1,3,6,8,2,4.0,1.0,1947.0,1,240,3.0,3.0,0,0,126,0,0,0,0.0,0.0,0,135000
426,,12800,7,5,1989,145.0,4,3,4.0,3.0,4.0,6.0,1518,1.0,0,0,1518,4,1644,0,0,1644,1,1,2,0,4,5,8,1,3.0,,1989.0,2,569,3.0,3.0,80,0,0,0,396,0,0.0,0.0,0,275000
427,77.0,8593,4,6,1957,0.0,3,3,3.0,3.0,1.0,3.0,288,1.0,0,619,907,5,907,0,0,907,0,0,1,0,3,5,8,0,,1.0,1964.0,1,352,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,109008
428,64.0,6762,7,5,2007,108.0,4,3,4.0,3.0,1.0,6.0,664,1.0,0,544,1208,5,1208,0,0,1208,1,0,2,0,4,6,8,0,,,2007.0,2,628,3.0,3.0,105,54,0,0,0,0,0.0,0.0,0,195400
429,130.0,11457,6,5,1988,0.0,3,3,4.0,3.0,2.0,6.0,1005,1.0,0,387,1392,3,1412,0,0,1412,1,0,2,0,4,6,8,1,3.0,,1988.0,2,576,3.0,3.0,0,0,169,0,0,0,0.0,0.0,0,175000
430,21.0,1680,6,5,1971,232.0,3,3,3.0,3.0,1.0,5.0,387,1.0,0,96,483,3,483,504,0,987,0,0,1,1,3,4,8,0,,1.0,1971.0,1,264,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,85400
431,60.0,5586,6,7,1920,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,901,901,4,1088,110,0,1198,0,0,1,0,3,7,8,0,,,,0,0,,,0,98,0,0,0,0,3.0,3.0,0,79900
432,24.0,1920,5,5,1971,376.0,3,3,3.0,3.0,1.0,5.0,471,1.0,0,294,765,5,765,600,0,1365,1,0,1,1,3,6,7,0,,1.0,1971.0,2,440,3.0,3.0,240,36,0,0,0,0,0.0,0.0,0,122500
433,100.0,10839,6,5,1997,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,926,926,5,926,678,0,1604,0,0,2,1,3,7,8,1,3.0,,1997.0,2,470,3.0,3.0,0,36,0,0,0,0,0.0,0.0,0,181000
434,21.0,1890,4,7,1972,0.0,3,4,4.0,3.0,3.0,5.0,495,1.0,0,135,630,4,630,0,0,630,1,0,1,0,3,3,8,0,,,,0,0,,,88,0,0,0,0,0,0.0,0.0,0,81000
435,43.0,10667,7,6,1996,0.0,4,3,4.0,3.0,3.0,6.0,385,5.0,344,70,799,5,827,834,0,1661,1,0,2,1,4,6,8,1,3.0,,1996.0,2,550,3.0,3.0,158,61,0,0,0,0,0.0,0.0,0,212000
436,40.0,4400,6,8,1920,0.0,3,3,2.0,3.0,1.0,1.0,0,1.0,0,648,648,3,734,384,0,1118,0,0,1,0,3,6,8,0,,1.0,1990.0,2,440,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,116000
437,50.0,6000,6,7,1926,0.0,4,3,3.0,3.0,1.0,1.0,0,1.0,0,884,884,4,904,0,0,904,0,0,1,0,3,4,8,0,,1.0,1926.0,1,180,3.0,3.0,0,0,105,0,0,0,0.0,0.0,0,119000
438,40.0,4280,5,6,1913,0.0,3,3,3.0,3.0,1.0,2.0,365,1.0,0,75,440,3,694,0,0,694,0,0,1,0,4,4,8,1,4.0,1.0,1990.0,1,352,4.0,3.0,0,0,34,0,0,0,3.0,3.0,0,90350
439,67.0,12354,6,8,1920,0.0,3,3,3.0,2.0,2.0,1.0,0,1.0,0,684,684,4,684,512,0,1196,0,0,1,0,4,7,8,0,,1.0,2005.0,2,528,3.0,3.0,0,46,0,0,0,0,4.0,4.0,800,110000
440,105.0,15431,10,5,2008,200.0,5,3,5.0,3.0,4.0,6.0,1767,5.0,539,788,3094,5,2402,0,0,2402,1,0,2,0,5,10,8,2,4.0,,2008.0,3,672,3.0,3.0,0,72,0,0,170,0,0.0,0.0,0,555000
441,92.0,12108,4,4,1955,270.0,3,3,3.0,3.0,1.0,5.0,133,1.0,0,1307,1440,3,1440,0,0,1440,0,0,2,0,2,8,8,0,,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0,118000
442,52.0,6240,5,7,1930,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1078,1078,3,1128,445,0,1573,0,0,2,0,3,8,8,1,4.0,1.0,1930.0,2,360,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,162900
443,53.0,3922,7,5,2006,72.0,4,3,5.0,3.0,3.0,1.0,0,1.0,0,1258,1258,5,1258,0,0,1258,0,0,2,0,4,6,8,1,4.0,,2007.0,3,648,3.0,3.0,144,16,0,0,0,0,0.0,0.0,0,172500
444,70.0,8750,7,5,1994,0.0,4,4,4.0,3.0,1.0,6.0,642,1.0,0,273,915,5,933,975,0,1908,1,0,2,1,4,8,8,1,3.0,,1994.0,2,493,3.0,3.0,144,133,0,0,0,0,0.0,0.0,0,210000
445,73.0,9855,6,5,1956,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1436,1436,2,1689,0,0,1689,0,0,1,0,3,7,8,1,4.0,,1956.0,2,480,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,127500
446,137.0,16492,6,6,1966,0.0,4,3,3.0,3.0,1.0,5.0,247,3.0,713,557,1517,5,1888,0,0,1888,0,0,2,1,4,6,5,1,4.0,,1966.0,2,578,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,190000
447,,11214,7,5,1998,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,930,930,4,956,930,0,1886,0,0,2,1,4,10,8,1,3.0,,1998.0,2,431,3.0,3.0,89,0,0,0,0,0,0.0,0.0,0,199900
448,50.0,8600,6,6,1937,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,780,780,3,780,596,0,1376,0,0,2,0,3,7,8,1,4.0,1.0,1937.0,1,198,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,119500
449,50.0,6000,3,7,1948,0.0,3,4,3.0,3.0,1.0,5.0,331,1.0,0,318,649,5,679,504,0,1183,0,0,1,1,3,6,8,0,,1.0,1981.0,1,308,3.0,3.0,0,176,0,0,0,0,0.0,0.0,0,120000
450,70.0,5684,6,8,1930,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,813,813,5,813,0,0,813,0,0,1,0,4,5,8,0,,1.0,1932.0,1,270,2.0,2.0,0,113,0,0,0,0,0.0,0.0,0,110000
451,62.0,70761,7,5,1975,0.0,3,3,4.0,3.0,4.0,5.0,655,1.0,0,878,1533,3,1533,0,0,1533,1,0,2,0,4,5,8,2,3.0,,1975.0,2,576,3.0,3.0,200,54,0,0,0,0,0.0,0.0,0,280000
452,,9303,6,5,1996,42.0,4,3,5.0,3.0,1.0,5.0,742,1.0,0,130,872,5,888,868,0,1756,1,0,2,1,3,7,8,0,,,1996.0,2,422,3.0,3.0,144,122,0,0,0,0,0.0,0.0,0,204000
453,75.0,9000,8,5,2008,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,768,768,5,786,804,0,1590,0,0,2,1,4,6,8,0,,,2008.0,2,676,3.0,3.0,0,30,0,0,0,0,0.0,0.0,0,210000
454,63.0,9297,5,5,1976,0.0,3,3,3.0,3.0,1.0,5.0,1606,1.0,0,122,1728,3,1728,0,0,1728,2,0,2,0,3,8,8,0,,1.0,1976.0,2,560,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,188000
455,80.0,9600,7,6,1973,320.0,3,3,3.0,3.0,1.0,5.0,916,1.0,0,326,1242,2,1242,0,0,1242,0,0,1,1,3,6,8,1,3.0,,1973.0,2,528,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,175500
456,34.0,4571,5,5,1916,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,624,624,2,624,720,0,1344,0,0,1,0,3,7,8,0,,1.0,1916.0,3,513,2.0,2.0,0,0,96,0,0,0,0.0,0.0,0,98000
457,,53227,4,6,1954,0.0,3,3,4.0,3.0,4.0,4.0,1116,1.0,0,248,1364,5,1663,0,0,1663,1,0,1,0,4,6,7,2,4.0,,1954.0,2,529,3.0,3.0,224,137,0,0,0,0,0.0,0.0,0,256000
458,,5100,8,7,1925,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,588,588,2,833,833,0,1666,0,0,1,0,4,7,8,1,4.0,1.0,1925.0,1,228,3.0,3.0,192,63,0,0,0,0,3.0,3.0,0,161000
459,,7015,5,4,1950,161.0,3,3,3.0,3.0,1.0,2.0,185,1.0,0,524,709,3,979,224,0,1203,1,0,1,0,4,5,8,1,3.0,1.0,1950.0,1,352,3.0,3.0,0,0,248,0,0,0,0.0,0.0,0,110000
460,75.0,8004,8,5,2009,110.0,4,3,4.0,3.0,1.0,6.0,544,1.0,0,288,832,5,832,1103,0,1935,1,0,2,1,3,8,8,0,,3.0,2009.0,2,552,3.0,3.0,0,150,0,0,0,0,0.0,0.0,0,263435
461,60.0,7200,7,9,1936,0.0,4,4,4.0,4.0,1.0,5.0,350,4.0,210,0,560,5,575,560,0,1135,1,0,1,0,4,6,8,0,,1.0,1971.0,2,576,3.0,3.0,256,0,0,0,0,0,3.0,3.0,0,155000
462,60.0,8281,5,5,1965,0.0,3,3,3.0,3.0,1.0,3.0,553,4.0,311,0,864,4,864,0,0,864,0,0,1,0,3,5,8,1,1.0,1.0,1965.0,1,360,3.0,3.0,0,0,236,0,0,0,2.0,2.0,0,62383
463,74.0,11988,6,7,1934,0.0,3,3,3.0,3.0,1.0,2.0,326,1.0,0,389,715,2,849,811,0,1660,0,0,1,1,3,6,8,1,4.0,1.0,1939.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,188700
464,60.0,8430,5,5,1978,136.0,3,3,4.0,3.0,1.0,3.0,616,1.0,0,424,1040,3,1040,0,0,1040,0,0,2,0,3,5,8,0,,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0,124000
465,,3072,7,5,2004,18.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1375,1375,5,1414,0,0,1414,0,0,2,0,4,6,8,1,3.0,,2004.0,2,398,3.0,3.0,144,20,0,0,0,0,0.0,0.0,0,178740
466,85.0,10628,7,5,1970,0.0,3,4,3.0,4.0,4.0,6.0,778,1.0,0,499,1277,3,1277,0,0,1277,1,0,1,0,3,5,8,1,1.0,,1970.0,2,526,3.0,3.0,0,0,0,0,176,0,2.0,2.0,0,167000
467,79.0,9480,5,7,1942,224.0,3,3,3.0,3.0,1.0,2.0,386,1.0,0,342,728,5,888,756,0,1644,0,0,1,1,4,7,8,2,4.0,,1942.0,1,312,3.0,3.0,168,0,0,0,0,0,0.0,0.0,0,146500
468,98.0,11428,8,5,2006,248.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1626,1626,5,1634,0,0,1634,0,0,2,0,4,7,8,1,4.0,,2006.0,3,866,3.0,3.0,0,44,0,0,0,0,0.0,0.0,0,250000
469,76.0,9291,6,5,1993,120.0,4,3,4.0,3.0,1.0,6.0,426,1.0,0,406,832,5,832,878,0,1710,0,0,2,1,4,7,8,0,,,1993.0,2,506,3.0,3.0,144,70,0,0,0,0,0.0,0.0,0,187000
470,,6820,8,5,1985,0.0,4,3,4.0,3.0,3.0,6.0,368,4.0,1120,0,1488,3,1502,0,0,1502,1,0,1,1,4,4,8,0,,,1985.0,2,528,3.0,3.0,0,54,0,0,140,0,0.0,0.0,0,212000
471,92.0,11952,7,6,1977,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,808,808,3,1161,808,0,1969,0,0,2,1,3,8,8,1,4.0,,1977.0,2,534,3.0,3.0,0,0,0,0,276,0,0.0,0.0,0,190000
472,35.0,3675,6,5,2005,80.0,3,3,4.0,3.0,4.0,6.0,459,1.0,0,88,547,5,1072,0,0,1072,1,0,1,0,3,5,8,0,,4.0,2005.0,2,525,3.0,3.0,0,28,0,0,0,0,0.0,0.0,0,148000
473,110.0,14977,8,5,2006,304.0,4,3,5.0,3.0,4.0,6.0,1350,1.0,0,626,1976,5,1976,0,0,1976,1,0,2,0,4,7,8,1,5.0,,2006.0,3,908,3.0,3.0,250,63,0,0,0,0,0.0,0.0,0,440000
474,41.0,5330,8,5,2000,0.0,4,3,4.0,3.0,3.0,6.0,1196,1.0,0,298,1494,5,1652,0,0,1652,1,0,2,0,5,6,8,0,,,2000.0,2,499,3.0,3.0,96,48,0,0,0,0,0.0,0.0,0,251000
475,80.0,8480,5,6,1963,0.0,3,3,3.0,3.0,1.0,6.0,630,1.0,0,340,970,3,970,0,0,970,1,0,1,0,3,5,8,0,,1.0,1996.0,2,624,3.0,3.0,0,24,0,0,192,0,0.0,0.0,0,132500
476,75.0,13125,6,5,1997,215.0,3,3,4.0,3.0,4.0,6.0,994,1.0,0,484,1478,5,1493,0,0,1493,1,0,2,0,4,7,8,1,3.0,,1997.0,2,508,3.0,3.0,140,39,0,0,0,0,0.0,0.0,0,208900
477,105.0,13693,9,5,2006,772.0,5,3,4.0,3.0,3.0,1.0,0,1.0,0,2153,2153,5,2069,574,0,2643,0,0,2,1,5,9,8,1,4.0,3.0,2006.0,3,694,3.0,3.0,414,84,0,0,0,0,0.0,0.0,0,380000
478,79.0,10637,8,5,2007,336.0,4,3,5.0,3.0,4.0,6.0,1288,1.0,0,417,1705,5,1718,0,0,1718,1,0,2,0,4,7,8,1,4.0,,2007.0,3,826,3.0,3.0,208,44,0,0,0,0,0.0,0.0,0,297000
479,50.0,5925,4,7,1937,435.0,3,3,2.0,3.0,1.0,3.0,168,1.0,0,739,907,3,1131,0,0,1131,0,0,1,0,3,7,8,0,,1.0,1995.0,2,672,3.0,3.0,0,72,0,0,0,0,3.0,3.0,0,89471
480,98.0,16033,9,5,2004,378.0,4,3,5.0,3.0,4.0,6.0,1261,1.0,0,572,1833,5,1850,0,0,1850,1,0,2,0,4,8,8,1,4.0,,2004.0,3,772,3.0,3.0,519,112,0,0,0,0,0.0,0.0,0,326000
481,72.0,11846,9,5,2003,562.0,4,3,5.0,3.0,4.0,6.0,1567,1.0,0,225,1792,5,1792,0,0,1792,1,0,2,0,5,6,8,1,4.0,,2003.0,3,874,3.0,3.0,206,49,0,0,0,0,0.0,0.0,0,374000
482,50.0,2500,7,8,1915,0.0,4,3,3.0,3.0,1.0,5.0,299,1.0,0,611,910,5,916,910,0,1826,1,0,1,1,5,7,6,1,4.0,,1915.0,1,164,2.0,2.0,0,0,0,0,0,0,0.0,0.0,0,155000
483,32.0,4500,6,5,1998,116.0,3,3,5.0,3.0,1.0,6.0,897,1.0,0,319,1216,5,1216,0,0,1216,1,0,2,0,3,5,8,0,,,1998.0,2,402,3.0,3.0,0,125,0,0,0,0,0.0,0.0,0,164000
484,,7758,5,7,1962,0.0,3,4,3.0,3.0,1.0,5.0,588,1.0,0,411,999,4,999,0,0,999,1,0,1,0,4,6,8,0,,1.0,1963.0,1,264,3.0,3.0,0,132,0,0,0,0,0.0,0.0,0,132500
485,80.0,9600,5,7,1950,0.0,4,3,3.0,3.0,1.0,5.0,607,1.0,0,506,1113,4,1113,0,0,1113,0,0,1,0,4,5,8,1,4.0,,1950.0,1,264,3.0,3.0,0,80,120,0,0,0,0.0,0.0,0,147000
486,79.0,10289,5,7,1965,168.0,3,3,3.0,3.0,1.0,5.0,836,1.0,0,237,1073,3,1073,0,0,1073,1,0,1,1,3,6,8,0,,,1965.0,2,515,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,156000
487,70.0,12243,5,6,1971,0.0,3,3,4.0,3.0,3.0,5.0,998,1.0,0,486,1484,4,1484,0,0,1484,0,0,2,0,3,7,8,1,3.0,,1971.0,2,487,3.0,3.0,224,0,0,0,180,0,0.0,0.0,0,175000
488,60.0,10800,5,4,1900,0.0,3,2,3.0,2.0,1.0,4.0,664,1.0,0,290,954,3,1766,648,0,2414,0,0,2,0,3,10,5,1,4.0,,1970.0,2,520,3.0,2.0,142,0,0,0,0,0,0.0,0.0,0,160000
489,21.0,1526,4,8,1970,0.0,3,4,4.0,3.0,3.0,6.0,515,1.0,0,115,630,3,630,0,0,630,1,0,1,0,4,3,8,0,,,1970.0,1,286,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,86000
