,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
752,23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,50,0
753,34,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,40,0
754,25,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,1
755,44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
756,31,Local-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,33,0
757,53,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,40,0
758,62,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
759,35,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,0
760,30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
761,48,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
762,36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,1
763,32,Private,11th,7,Divorced,Other-service,Not-in-family,White,Male,33,0
764,22,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,28,0
766,19,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
767,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
769,56,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,1
770,45,Private,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,21,0
771,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,0
772,31,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,40,0
773,30,Private,11th,7,Never-married,Sales,Unmarried,White,Female,8,0
774,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,0
775,27,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
776,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
777,31,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,60,0
778,33,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,40,0
779,64,Private,Preschool,1,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,0
780,32,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,0
782,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
783,25,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
784,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
785,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
786,67,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,15,0
787,54,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1
788,45,Local-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,40,1
789,30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,0
790,39,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Other-relative,White,Female,40,0
791,57,Private,10th,6,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,20,0
792,57,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,40,0
793,23,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
794,49,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,40,0
795,46,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,1
796,41,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,43,0
797,44,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,45,0
798,25,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,30,0
799,34,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,45,1
800,24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,25,0
801,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,0
802,27,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,1
803,67,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
804,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
805,40,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,48,0
806,24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
807,46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
808,44,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,38,0
809,23,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
810,46,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,90,0
811,31,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,40,0
812,21,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,Black,Male,40,0
813,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
814,71,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,0
815,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
817,21,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,16,0
818,21,Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,25,0
819,28,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,60,0
820,27,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,37,0
821,32,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,25,0
822,47,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,0
823,22,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,35,0
824,56,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
825,20,Private,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,40,0
826,30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,0
827,22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,0
828,28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
829,50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
830,66,State-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,10,0
831,38,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,46,0
832,62,Private,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,0
833,36,Federal-gov,Masters,14,Divorced,Tech-support,Not-in-family,White,Female,40,1
834,47,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
835,25,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,40,0
836,26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
837,37,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
838,70,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0
839,52,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
840,70,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0
841,19,State-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,0
842,23,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,3,0
844,37,Private,11th,7,Separated,Sales,Unmarried,Black,Female,40,0
845,45,State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,40,0
846,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
847,56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,0
848,50,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
849,20,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,30,0
850,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
851,41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
852,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
853,48,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
854,22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,0
855,37,State-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,35,0
856,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,30,1
857,61,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,40,0
858,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
859,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0
860,46,State-gov,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,40,0
861,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,48,0
862,41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
863,33,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,0
864,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,0
865,27,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,40,0
866,40,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,0
867,56,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
868,35,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
869,24,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,40,0
870,73,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0
871,36,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,50,0
872,31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
874,36,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,0
875,37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,1
876,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
877,20,Private,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,0
878,58,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
879,45,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
881,31,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,40,0
882,44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
883,19,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,30,0
884,54,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,50,1
885,31,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
886,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
887,36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
888,47,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,0
889,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
890,42,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,1
891,45,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
892,70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
893,27,Local-gov,12th,8,Never-married,Other-service,Own-child,Black,Female,44,0
894,36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
895,23,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,0
896,25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,0
897,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
898,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
899,90,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,50,1
900,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,1
901,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99,1
902,31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
903,17,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,40,0
904,26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,38,0
905,41,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
906,50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
907,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,80,0
908,54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,1
909,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
910,38,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
911,22,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,38,0
912,43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
914,30,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
916,42,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,40,0
917,48,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
918,56,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,1
919,21,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,36,0
920,45,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
921,37,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
922,38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,0
923,34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,0
924,29,Private,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,40,0
925,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
927,35,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,55,0
928,39,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,70,0
929,73,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,12,0
930,57,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,40,0
931,35,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,0
932,60,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,0
934,54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
935,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
936,23,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,40,0
937,57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
938,27,Self-emp-not-inc,10th,6,Never-married,Sales,Own-child,White,Female,48,0
939,25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,40,0
940,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
941,48,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,60,1
942,24,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,45,0
943,67,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
944,20,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,35,0
945,38,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
946,54,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
947,20,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,40,0
948,57,Private,10th,6,Separated,Exec-managerial,Not-in-family,White,Male,55,0
949,34,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,44,0
950,34,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,49,0
951,80,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,16,0
952,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0
953,19,Local-gov,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,35,0
954,35,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,56,0
955,21,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,40,0
956,59,Local-gov,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,40,0
957,53,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
958,41,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,40,1
959,59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,0
961,52,Private,1st-4th,2,Divorced,Farming-fishing,Not-in-family,Black,Male,40,0
962,48,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
963,24,Private,12th,8,Never-married,Machine-op-inspct,Own-child,Black,Male,40,0
964,49,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,40,1
965,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,50,0
966,50,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,0
967,39,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
968,25,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,0
969,66,Private,7th-8th,4,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,40,0
970,30,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
971,49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,1
972,40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
973,38,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,0
974,25,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
975,51,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,37,1
976,23,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,0
977,60,Self-emp-not-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,67,1
978,44,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,60,1
979,53,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,60,1
980,66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,1
982,44,Local-gov,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,0
983,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
984,30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
985,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,0
986,38,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
987,31,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,0
988,26,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Female,35,0
989,23,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,25,0
990,58,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
991,44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
992,59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
993,36,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
994,42,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,52,1
995,17,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,20,0
996,59,Local-gov,10th,6,Widowed,Prof-specialty,Unmarried,White,Female,15,0
997,22,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,40,0
998,40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,0
999,36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,0
1001,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,1
1003,38,Self-emp-not-inc,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Male,25,0
1004,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
1006,33,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,46,0
1007,34,Self-emp-not-inc,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,40,0
1010,58,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,40,0
1011,52,Private,10th,6,Divorced,Transport-moving,Unmarried,White,Male,40,0
1012,45,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,1
1013,37,Private,7th-8th,4,Separated,Other-service,Unmarried,Black,Male,40,0
1014,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
1015,40,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1016,29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,0
1017,33,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,10,0
1019,48,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,48,0
1020,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0
1021,31,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,35,0
1022,41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
1023,29,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
1024,20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,0
1025,53,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
1026,37,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,0
1027,28,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,35,0
1028,27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,0
1030,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
1031,25,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,56,1
1032,63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0
1033,65,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,18,0
1034,77,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
1035,32,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,40,0
1036,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1037,67,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
1039,24,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,40,0
1040,53,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
1041,37,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,40,1
1042,44,State-gov,Some-college,10,Separated,Tech-support,Own-child,Black,Female,40,0
1044,17,Private,11th,7,Never-married,Sales,Own-child,White,Female,20,0
1045,47,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
1046,62,Federal-gov,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0
1047,39,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,60,0
1049,32,State-gov,Some-college,10,Divorced,Prof-specialty,Other-relative,White,Female,40,0
1050,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,1
1051,30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
1052,47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
1053,40,Private,10th,6,Divorced,Craft-repair,Own-child,White,Male,40,0
1054,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
1055,41,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
1056,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20,0
1057,32,State-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,1
1058,54,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,Black,Male,50,0
1059,31,Private,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,25,0
1060,42,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,40,0
1061,23,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
1062,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,33,0
1064,37,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,50,0
1065,53,State-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,0
1066,50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,84,0
1067,64,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,1
1068,55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
1069,63,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
1070,53,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,45,0
1071,18,Private,11th,7,Never-married,Adm-clerical,Unmarried,White,Male,40,0
1072,33,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
1073,62,Private,11th,7,Widowed,Handlers-cleaners,Not-in-family,Black,Female,40,0
1074,56,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,1
1075,58,State-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,43,1
1076,33,Private,10th,6,Separated,Sales,Unmarried,White,Female,38,0
1077,58,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
1078,44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
1079,81,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,White,Female,40,0
1080,28,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,35,0
1081,28,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,0
